School Number,District,School Code,Name,ENG,NEP,MATH,SCI,SOC,HPE,TOTAL,SAP,DIST,FIRST,SECOND,THIRD,PASS,FAIL,PASS PERCENT
4578,BANKE,67046,A B C RESIDENTIAL HIGH SCHOOL GHARBRITOLE,49.5,40.5,51.3,32.6,40.6,41.2,35,34,0,12,19,0,31,3,91.18
4579,BANKE,67047,DEEP JYOTI VIDYASHRAM CHAPARGAUDI,55,52.8,58.3,43.1,47,51.7,35,35,1,28,6,0,35,0,100
4580,BANKE,67048,GORKHA UNITED PUBLIC SCHOOL RAJHENA,61.5,59.6,80.2,63.5,55.2,45.1,26,26,4,22,0,0,26,0,100
4581,BANKE,67049,GREEN PEACE SCHOOL KOHALPUR,49.4,58.7,66.9,32.9,62.3,48.9,14,14,0,13,0,0,13,1,92.86
4582,BANKE,67050,PASHUPATI SECONDARY SCHOOL RANJHA,53.6,50.3,60.6,49.9,40.6,32.7,19,19,0,10,9,0,19,0,100
4583,BANKE,67051,BAL VIDYA MANDIR E M SCHOOL KOHALPUR,50.5,63.7,72.1,31,60,51.1,11,11,0,10,1,0,11,0,100
4584,BANKE,67052,MA VI DHUMBOJHI,29.9,43.5,26.6,22.5,31.8,32.5,32,32,0,2,8,0,10,22,31.25
4585,BANKE,67053,JUNIOR CAMBRIDGE HIGH SCHOOL SADARLINE,51.1,41.9,22.4,39.8,44.3,42.1,12,12,0,1,3,0,4,8,33.33
4586,BANKE,67054,GYAN SAGAR MA VI PARASPUR,15.6,30.5,14.9,13.8,16.7,17.3,26,26,0,0,1,0,1,25,3.85
4587,BANKE,67055,GYANODAYA VIDYA NIKETAN ENGLISH MEDIUM SC,52,53.3,25.9,37.7,47.9,37.5,15,15,0,2,7,0,9,6,60
4588,BANKE,67057,WATER PARK ENGLISH MEDIUM HIGH SCHOOL NEP,44.8,44.4,29.5,35.5,42.5,34.9,16,15,0,3,5,0,8,6,53.33
4589,BANKE,67058,GYAN PUNJ SECONDARY SCHOOL RAJHENA,38.7,41.1,33.7,26.9,34.9,42.2,87,87,0,6,41,2,49,38,56.32
4590,BANKE,67059,GYAN DEEP MA VI DALAIPURWA KAMDI,19.8,28.1,21.8,17.6,19.8,17.8,45,43,0,1,5,5,11,32,25.58
4591,BANKE,67060,MARIGOLD ENGLISH BOARDING HIGH SCHOOL KAR,55.2,43.4,54.1,35.9,45.3,38.9,16,16,0,4,10,0,14,2,87.5
4592,BANKE,67061,HOLY LAND ENGLISH HIGH SCHOOL NEPALGUNJ,41.9,41.9,29,26.8,28.7,28.3,9,9,0,0,3,0,3,6,33.33
4593,BARDIA,68000,PRIVATE BARDIA,26.5,44.8,21.5,22.7,39.3,34.4,54,54,0,0,7,7,14,40,25.93
4594,BARDIA,68001,MAHAKAVI DEVKOTA MA VI MATHURAHARDWAR,36.3,54.5,42.1,34.1,45.1,40.7,38,37,0,5,18,1,24,13,64.86
4595,BARDIA,68002,AMAR SHAHEED DASHRATH CHAND MA VI RAJAPU,R 39.6,48.2,34.3,25.4,43.4,46.7,68,67,0,10,30,2,42,25,62.69
4596,BARDIA,68003,CHURE MA VI JUDPANI BAGNAHA,32,47.1,25.6,24.1,41.1,33.4,100,100,0,2,31,6,39,61,39
4597,BARDIA,68004,AMAR JYOTI MA VI SITAPUR,30.4,49.3,15.2,21.4,34.6,36,108,108,0,3,15,1,19,89,17.59
4598,BARDIA,68005,SHARADA MA VI MANPUR MAINAPOKHAR,33.2,51.4,29.1,19,40.8,35.6,111,111,0,8,24,0,32,79,28.83
4599,BARDIA,68006,YUBAK MA VI JOGIGAUN,27.3,40.8,14.7,21,29.6,33.1,129,129,0,2,5,4,11,118,8.53
4600,BARDIA,68007,TRIBHUVAN MA VI KAKAURA DEUDAKALA,28.3,47.9,22.1,26.8,36.9,39.7,119,119,0,12,18,2,32,87,26.89
4601,BARDIA,68008,KISAN MA VI BADALPUR,25.4,41.6,20.6,20.3,33.7,31.9,145,145,0,4,16,13,33,112,22.76
4602,BARDIA,68009,EK PRIYA RATHOR MA VI PATABHAR,30.6,45.1,22.5,19.6,37.1,37.8,92,91,0,1,17,2,20,71,21.98
4603,BARDIA,68010,ANSHUBARMA MA VI MAGARAGADI,29.4,42.2,17.8,24.7,32.2,34.5,125,125,0,4,15,1,20,105,16
4604,BARDIA,68011,JANATA MA VI GOLA,39.5,50.2,34.1,28.4,44.5,39.8,37,37,0,6,16,0,22,15,59.46
4605,BARDIA,68012,VIDYA JYOTI MA VI KANTHAPUR,34.9,48.4,25.5,32.9,40.6,45.8,50,50,1,3,11,1,16,34,32
4606,BARDIA,68013,TRIBHUVAN MA VI SURYA PATUWA,32.8,42.8,35.8,31,43.4,34.4,10,9,0,0,8,0,8,1,88.89
4607,BARDIA,68014,SHUKRA MA VI SHUKRA BASTI TARATAL,29.6,48,24.9,21.3,46.8,45.7,85,85,0,4,24,0,28,57,32.94
4608,BARDIA,68015,JANATA MA VI BELAWA,22.6,42.9,11.7,7.8,27.4,29.7,49,49,0,0,0,0,0,49,0
4609,BARDIA,68016,NEPAL RASTRIYA MA VI DHODARI,30.2,47.7,22,24.4,37.6,32.4,65,64,0,6,12,2,20,44,31.25
4610,BARDIA,68017,GURANSH MA VI SANOSHREE,34.2,48.5,30.3,28.1,43.7,46.2,101,101,0,13,36,1,50,51,49.5
4611,BARDIA,68018,BAGALAMUKHI MA VI GULARIYA,39.7,52,37.5,44.1,44.7,47.3,114,114,0,28,45,2,75,38,65.79
4612,BARDIA,68019,BHAGAWATI SAN MA VI TILKANA,35.5,51.3,32.5,29.2,36.7,44.9,51,51,0,5,18,3,26,25,50.98
4613,BARDIA,68020,PASHUPATI MA VI PASHUPATINAGAR,29.6,42.3,20.3,22.2,39.6,33,123,122,0,1,19,8,28,94,22.95
4614,BARDIA,68021,JAGADAMBA MA VI MADHEILA,33.3,44,33.9,28.2,44.2,36.5,54,54,0,7,18,3,28,26,51.85
4615,BARDIA,68022,SARASWOTI MA VI SHAKTIPUR,31.4,45.8,20.1,18.6,34.7,35.5,60,60,0,0,17,1,18,42,30
4616,BARDIA,68023,JANATA MA VI RAMMAPUR,29.4,46.1,18.6,21.1,31.5,31.9,90,90,0,5,16,1,22,68,24.44
4617,BARDIA,68024,MANPUR MA VI TAPARA,31.4,42.9,23.8,20.7,35.3,34,163,162,0,5,27,10,42,120,25.93
4618,BARDIA,68025,JANASEWA MA VI BAIDI,34.3,49.6,27.4,27.6,39.7,37.5,56,56,0,4,19,0,23,33,41.07
4619,BARDIA,68026,PANCHAJANYA MA VI PADANAHA,32.3,42.4,29.9,25.2,46.5,41.8,72,72,0,3,26,5,34,38,47.22
4620,BARDIA,68027,JANJYOTI SECONDARY BOARDING SCHOOL GULAR,59.1,58.8,70.2,45.6,57,53.5,40,40,5,32,2,0,39,1,97.5
4621,BARDIA,68028,BHRIKUTI MA VI DEUDHAKALA,23.9,36.8,16.8,21.9,31.7,32.2,107,107,0,0,12,7,19,88,17.76
4622,BARDIA,68041,NEPAL RASTRIYA MA VI GODIYANA BHIMMAPUR,33.9,44.9,32.3,23.8,47.3,39.4,45,45,0,2,15,8,25,20,55.56
4623,BARDIA,68042,JANAJYOTI MA VI BAKUWA SHIVAPUR,31,43.7,29.3,29.2,41.8,38.8,60,60,0,3,21,2,26,34,43.33
4624,BARDIA,68043,TRIBHUVAN MA VI KANCHANPUR,30.1,46.1,22.8,20.4,37.3,31.8,101,101,0,5,23,2,30,71,29.7
4625,BARDIA,68044,BAGESWORY ENGLISH MEDIUM SCHOOL GULARIYA,46.7,49.5,52.3,37.3,50.2,49.5,43,43,2,19,13,0,34,9,79.07
4626,BARDIA,68045,NEPAL RASTRIYA MA VI MOTIPUR BANSGADHI,29.4,46.8,25.2,22.5,37.8,36.4,111,111,0,7,20,4,31,80,27.93
4627,BARDIA,68047,RAM JANAKI ENGLISH BOARDING HIGH SCHOOL BH,42.3,60.3,31.1,30,41.4,38,11,11,0,3,4,0,7,4,63.64
4628,BARDIA,68049,KARNALI E M BOARDING SCHOOL NEULAPUR,49,62.1,43.6,31.7,53.1,44.3,7,7,0,3,3,0,6,1,85.71
4629,BARDIA,68050,SUNRISE SECONDARY BOARDING SCHOOL GULARI,61.9,60.4,69.8,53.9,55.5,54.5,13,13,0,13,0,0,13,0,100
4630,BARDIA,68051,NEPAL RASTRIYA SHAMBHU SHARAN MA VI KHAIRA,32.7,49,33,28.2,38.3,36.3,112,112,0,9,37,6,52,60,46.43
4631,BARDIA,68052,DHRUBA MA VI TULSIPUR GULARIYA-5,32.1,52.2,29.5,31.7,37.6,39.3,34,34,0,3,6,0,9,25,26.47
4632,BARDIA,68053,NEPAL RASTRIYA MA VI BHAINSAHI MAHAMMADPU,R 31.9,48.9,26.6,26.4,38.4,37.2,18,18,0,1,5,2,8,10,44.44
4633,BAJURA,69000,PRIVATE BAJURA,17.8,43.5,19.5,23.3,36.3,31.4,8,8,0,0,0,0,0,8,0
4634,BAJURA,69001,BHANODAYA MA VI NAUBIS,30.6,46.4,41.2,35.8,41.8,40.2,25,25,0,2,11,1,14,11,56
4635,BAJURA,69002,JANA PRAKASH MA VI KOLTI,28.5,49.1,37.1,31.2,42.1,38.2,69,69,0,4,30,7,41,28,59.42
4636,BAJURA,69003,SHAMBHU SUNANDA MA VI JUKOT,24.7,49.2,30.2,26.6,42.7,33.5,22,22,0,0,10,0,10,12,45.45
4637,BAJURA,69004,MALIKA MA VI MARTADI,23.2,46.8,29.6,27.6,40.9,39.7,45,45,0,4,6,0,10,35,22.22
4638,BAJURA,69005,MASTESWORI MA VI DOGADI,17.3,34.3,23.2,31.1,34.4,34.2,15,15,0,1,2,0,3,12,20
4639,BAJURA,69006,TRI SHAKTI MA VI BARABIS,13.8,34.4,17.3,26.9,36.8,29.9,21,21,0,0,2,0,2,19,9.52
4640,BAJURA,69007,TRIBHUWANESHWARI MA VI CHHATARA,14.4,42.7,9.8,28.9,36.4,34.8,13,13,0,0,0,0,0,13,0
4641,BAJURA,69008,KANDA BHAWANI MA VI KANDA,25.3,40.2,28,22.7,35.8,36.5,6,6,0,0,2,1,3,3,50
4642,BAJURA,69009,KIRTICHAUR MA VI MANAKOT,10.9,30.9,15.1,28.9,38.3,36.7,15,15,0,0,0,0,0,15,0
4643,BAJURA,69010,SWAMI KARTIK MA VI WAI,26.3,44.4,25.3,28.6,45.5,34.4,18,18,0,1,7,0,8,10,44.44
4644,BAJURA,69011,PASHUPATI MA VI TAPRA,17.6,39.8,21.5,20.4,38.6,37.3,35,35,0,0,4,0,4,31,11.43
4645,BAJURA,69012,RATNA MA VI SELIPHAL,14.9,37.9,19.7,20.4,35.3,34.3,34,34,0,0,2,1,3,31,8.82
4646,BAJURA,69013,KAILASH MA VI MAHATI,31,56,38,27,43.4,40.4,5,5,0,0,4,0,4,1,80
4647,BAJURA,69014,TOLI DEWAL DANDA MA VI TOLI,10.6,35.8,15.7,16.1,35.3,29.5,27,27,0,0,1,0,1,26,3.7
4648,BAJURA,69015,DASHRATH MA VI AATICHAUR,14.9,39.5,16,27.1,37.3,33.8,32,32,0,0,1,1,2,30,6.25
4649,BAJURA,69016,BADI MALIKA MA VI DHIM,23.3,45.7,31.7,29.3,43.1,32.9,10,10,0,0,3,1,4,6,40
4650,BAJURA,69017,JALPADEVI MA VI KHETIPATAL JUGADA,18.4,38.9,17,29.9,34.7,37.3,9,9,0,0,0,1,1,8,11.11
4651,BAJURA,69018,SATYA MA VI PANDUSAIN,17,41.4,28.6,28.6,32.1,33.5,10,9,0,0,3,0,3,6,33.33
4652,BAJURA,69019,BAL VIKAS MA VI MAJHPALI DAHAKOT,16.2,38.5,27.7,30.2,40,37.3,6,6,0,0,1,0,1,5,16.67
4653,BAJURA,69020,MASTESWARI MA VI PANDHARA,9.9,37.5,15.7,29.6,33.7,34.9,15,15,0,0,0,0,0,15,0
4654,BAJURA,69022,KHAPAR DEWASTHALI MA VI GUDUKHATI,19.5,46.5,33.1,29.6,44.7,40,10,10,0,0,3,0,3,7,30
4655,BAJURA,69024,NEPAL RASTRIYA MA VI JADANGA,34,51.8,32,34.8,38,43.8,4,4,0,0,3,0,3,1,75
4656,BAJURA,69028,DEWALKOT MA VI GOTRI,14.8,35.9,20.1,13.8,26.4,23.9,9,9,0,0,1,0,1,7,11.11
4657,BAJHANG,70000,PRIVATE BAJHANG,26.6,47.8,41.5,28.7,41,36.9,118,117,0,0,65,3,68,49,58.12
4658,BAJHANG,70001,JANAPRIYA MA VI BAGADGAUN,32,55.3,47,33.4,52.9,45.1,41,41,0,2,37,0,39,2,95.12
4659,BAJHANG,70002,THALARA MA VI KHOLI THALARA,21.1,42.4,33,27.5,44.6,42.7,39,39,0,0,11,2,13,26,33.33
4660,BAJHANG,70003,SHANTI MA VI CHOUGHANPATA,30.4,47.3,44.3,38.5,48.5,44.3,51,51,0,2,45,0,47,4,92.16
4661,BAJHANG,70004,SARASWATI MA VI BIJGADA BUNGAL,29.8,48.7,40.6,32.5,44.2,37.7,37,37,0,1,23,8,32,5,86.49
4662,BAJHANG,70005,KHAPTAD MA VI KALUKHETI CHHANA,30.7,51.1,40.7,29,46.5,39.1,23,23,0,1,14,0,15,8,65.22
4663,BAJHANG,70006,DURGA BHAWANI MA VI TALKOT,17.6,42.4,38,27.5,39.6,39.8,48,48,0,1,12,0,13,35,27.08
4664,BAJHANG,70007,BHAIRAV MA VI JHOTA,22.8,50,40.7,28,48.6,36.8,45,45,0,1,24,0,25,20,55.56
4665,BAJHANG,70008,CHAUNDHARY MA VI JUJI,37.2,49.9,38.2,31.6,42.9,41.5,34,34,0,6,17,2,25,9,73.53
4666,BAJHANG,70009,MAHADEV MA VI BUNGAL ATHPALI,32.3,47.4,42.8,31.5,42.3,38.2,42,42,0,4,24,9,37,5,88.1
4667,BAJHANG,70010,SATYABADI MA VI BHOPUR,24.9,52.2,43.2,33.4,47.6,45.8,69,69,0,9,26,0,35,34,50.72
4668,BAJHANG,70011,SUNKUDA MA VI CHIR,25.8,52.2,34.5,34.7,50.5,43.9,46,46,0,0,28,0,28,18,60.87
4669,BAJHANG,70012,JALAPA MA VI RITHAPATA DEWAL,39.6,53.6,38.7,34.6,53.3,48.5,45,45,0,9,25,0,34,11,75.56
4670,BAJHANG,70013,CHANDRODAYA MA VI BHADSAIN,30.5,45.6,41.4,30.2,47.1,36.4,26,26,0,1,16,2,19,7,73.08
4671,BAJHANG,70014,GARJEPANI MA VI RAYAL,32.9,45.3,34.4,27.7,45.5,40.1,11,11,0,0,10,0,10,1,90.91
4672,BAJHANG,70015,SURMA MA VI THAKUNNADA,26.8,46.2,37.5,28.5,49.5,41.5,11,11,0,0,8,1,9,2,81.82
4673,BAJHANG,70016,KEDAR MA VI DEULIKOT,20,50.1,42.8,32.5,41.4,37.4,37,37,0,0,15,0,15,22,40.54
4674,BAJHANG,70017,KULMAST JAN MA VI BHATEKHOLA,28.3,51.3,39.1,33.7,49.1,41.4,42,42,0,3,27,0,30,12,71.43
4675,BAJHANG,70018,MAHADEV MA VI LIM SYADY,21.7,46.7,39.3,26.6,42.9,39.7,36,36,0,1,10,2,13,23,36.11
4676,BAJHANG,70019,LAMATOLA MA VI LAMATOLA CHHANNA,33.7,57.6,47.6,31.1,48,46.3,56,56,0,6,42,1,49,7,87.5
4677,BAJHANG,70020,DURGA MA VI SAINPASELA,34.6,49.8,38,35.7,45.6,48,25,25,0,3,19,0,22,3,88
4678,BAJHANG,70021,MAHESWORY MA VI GADARAYA CHHANNA,39,53.9,48.6,35.6,50.6,45.2,25,25,0,9,14,1,24,1,96
4679,BAJHANG,70022,SUNI PIPAL CHAUR MA VI SUBEDA,17.4,45.5,40.4,34.3,39.8,42.7,41,41,0,0,7,0,7,34,17.07
4680,BAJHANG,70023,PANDU MA VI PADES HEMANTAWADA,32.2,47.4,34,25.7,45.1,40.8,60,60,0,5,24,2,31,29,51.67
4681,BAJHANG,70024,SHANTI MA VI PARAKATNE,38.6,41.5,40,27.9,44.3,43.2,28,28,0,0,27,1,28,0,100
4682,BAJHANG,70025,BETAL MA VI DEURA RATAPANI,27.8,48.9,42.8,28.6,47.8,37.6,24,24,0,0,24,0,24,0,100
4683,BAJHANG,70026,BANNICHOUR MA VI BANNICHOUR,37.6,50.8,48.6,33.9,46.3,37.6,16,16,0,5,9,1,15,1,93.75
4684,BAJHANG,70027,SATYAVADI MA VI JAYAPRITHVINAGAR,23.3,47.8,43.2,34.7,46.9,38.4,18,18,0,2,6,0,8,10,44.44
4685,BAJHANG,70028,GHACHAYA MA VI KOTDEWAL,16.4,42.9,32.8,30.6,40.8,39.5,38,38,0,0,5,1,6,32,15.79
4686,BAJHANG,70029,BHAWANI MA VI MADAUKATNE THALARA,23.1,38.3,27.9,26.7,35.3,40.9,35,35,0,0,10,3,13,22,37.14
4687,BAJHANG,70030,DEVESHWARY MA VI DEULEKH,17.9,42.8,32.7,24.4,42.2,37.1,19,19,0,0,3,0,3,16,15.79
4688,BAJHANG,70031,SHARADA MA VI DANGAJEE,22.1,41.4,43.2,31.6,50,39.1,14,14,0,0,8,0,8,6,57.14
4689,BAJHANG,70032,CHANDRA MA VI DAHABAGAR GIRAU,23.9,49.4,33.5,33.3,46.5,38.9,15,15,0,0,8,1,9,6,60
4690,BAJHANG,70033,SATYA MA VI TOLICHOUR BUNGAL,29.9,45.7,36.8,29.5,36.9,31.8,33,33,0,0,17,3,20,13,60.61
4691,BAJHANG,70034,MAHENDRA MA VI DAHABAGAD,22.2,43,33.3,24.6,38.3,37,23,23,0,0,5,6,11,12,47.83
4692,BAJHANG,70035,SHIKSHODAYA MA VI BAGTHALA,35.7,55.3,40.7,38,45.3,41.3,22,22,0,3,14,0,17,5,77.27
4693,BAJHANG,70036,BAL BIKASH MA VI GOLAI,21.9,54,45.3,35.8,43.5,39.3,35,35,0,2,11,0,13,22,37.14
4694,ACHHAM,71000,PRIVATE ACHHAM,14.2,34.6,22.5,22.5,33.3,29.6,55,52,0,0,1,0,1,51,1.92
4695,ACHHAM,71001,MAHENDRA MA VI BAYALPATA,16.9,46.9,23.5,22.6,40.3,35,107,106,0,0,13,1,14,92,13.21
4696,ACHHAM,71002,SHODASHA DEVI MA VI MANGALSEN,22.3,39.6,33.2,25.5,33.5,32.9,144,139,0,3,33,7,43,96,30.94
4697,ACHHAM,71003,VIDDHYA MANDIR MA VI BINAYAK,24.7,52.4,37.9,31.9,40.7,41.7,104,104,0,2,33,1,36,68,34.62
4698,ACHHAM,71004,TRIPURA SUNDARI MA VI SHRIKOT,22.9,47.5,33.1,27.4,38,34.4,129,129,0,8,33,6,47,82,36.43
4699,ACHHAM,71005,ANNAPURNA MA VI KALAGAON,14.2,37.2,18.9,22.2,39.2,33.4,87,86,0,0,9,1,10,76,11.63
4700,ACHHAM,71006,JANATA MA VI MELLEKH,24.4,46.3,25.1,25.1,39.1,33.8,45,45,0,0,16,3,19,25,42.22
4701,ACHHAM,71007,JALPA DEVI MA VI DHANKU,16.3,40.7,18.8,19.1,34.2,33.9,75,74,0,1,3,3,7,67,9.46
4702,ACHHAM,71008,YASHODA MA VI NETAKOT,11.4,38.5,17.6,29.5,39.5,32.7,48,46,0,0,4,1,5,41,10.87
4703,ACHHAM,71009,KALIKESHWARI MA VI TURMAKHAND,20.3,39.4,27.4,23.5,38.8,31.8,14,14,0,0,3,0,3,11,21.43
4704,ACHHAM,71010,SIDDHESHWORI MA VI DHAMALI,16.6,43.8,26.6,21.4,36.3,32.4,81,81,0,0,10,1,11,70,13.58
4705,ACHHAM,71011,BETALMANDAU MA VI GHUGHURKOT,18.8,44.6,29.4,20.3,36.2,32.5,59,59,0,0,9,2,11,48,18.64
4706,ACHHAM,71012,RASTRIYA MA VI BAWALA,26.4,45.9,37.1,26.7,39.1,32.9,31,31,0,0,18,2,20,11,64.52
4707,ACHHAM,71013,PRABHA DHAMKOT MA VI PRABHA,23.4,44.1,33.5,24.9,36.6,33.8,68,68,0,1,19,7,27,40,39.71
4708,ACHHAM,71014,HIMALAYA MA VI KHALSAIN,20.2,42,23.9,22.4,37.7,34.4,110,109,0,2,14,3,19,90,17.43
4709,ACHHAM,71015,KALIKA MA VI BALDANDA JUPU,13.8,33.2,24.5,26.4,38.3,34.1,41,40,0,0,6,0,6,34,15
4710,ACHHAM,71016,BAIJANATH MA VI PAYAL,25.3,41.1,33.3,23.9,42.4,36.2,40,40,0,0,18,1,19,21,47.5
4711,ACHHAM,71017,KALIKA DEVI MA VI HICHMA,15.6,44.3,17.9,24,36.6,34.4,46,46,0,0,3,0,3,43,6.52
4712,ACHHAM,71018,SARASWATI MA VI JAYAGADH,24.3,50,23.3,31.7,43.3,38.8,104,103,0,2,34,0,36,67,34.95
4713,ACHHAM,71019,BHAWANI DEVI MA VI PULLETOLA,20.4,47.6,36.1,31.7,40.4,35.8,39,39,0,0,15,0,15,24,38.46
4714,ACHHAM,71020,MALIKA MA VI BARALA,22.8,46.1,32.5,24.1,33.2,33.2,12,12,0,0,4,0,4,8,33.33
4715,ACHHAM,71021,BINDHYABASINI MA VI MAJHETHANA DARNA,23.7,46.9,29.8,29.8,34.8,35.2,52,52,0,0,24,0,24,28,46.15
4716,ACHHAM,71022,SIUDI MA VI CHAURPATI,15.8,36,22.8,18.3,31.2,34.7,23,23,0,0,4,0,4,19,17.39
4717,ACHHAM,71023,BASUNDHARA MA VI THALPATA,18.7,42.7,29.3,24.4,41.2,35.9,70,68,0,0,21,1,22,45,32.35
4718,ACHHAM,71024,PASHUPATI MA VI CHALSA,19.8,45.4,23.2,23.4,42.4,36.3,54,54,0,0,13,1,14,40,25.93
4719,ACHHAM,71025,SURYA CHANDRA MA VI KALIMATI,32,57.6,45.2,32.1,47.7,43.6,40,40,0,2,31,0,33,7,82.5
4720,ACHHAM,71027,NANDA MA VI BAHUNGAON,19.9,42.4,23.1,25.7,39.5,35.7,54,54,0,0,10,1,11,43,20.37
4721,ACHHAM,71028,NEPAL RASTRIYA MA VI CHAPHAMANDAU,16.5,37.6,17.3,18.2,34.8,32.4,38,38,0,0,2,0,2,36,5.26
4722,ACHHAM,71029,VIDHYA PRAVODHINI MA VI GHODASAIN,13.2,37.6,25,21.8,30.8,36,32,31,0,0,1,0,1,30,3.23
4723,ACHHAM,71030,NEPAL RASTRIYA MA VI BAYALA,14.5,41.1,29.2,24.2,35.6,34,33,33,0,0,2,0,2,31,6.06
4724,ACHHAM,71031,SARASWATI MA VI JHANTA BATULASEN,18.3,44.4,26.7,22.4,46.2,36.9,32,32,0,1,2,0,3,29,9.38
4725,ACHHAM,71032,DASH PALLE PANI MA VI SOKOT,27.7,48,22.1,27.9,35.2,35.9,12,12,0,0,3,0,3,9,25
4726,ACHHAM,71033,MANGALA NEPAL RASTRIYA MA VI OLIGAUN,17.9,33.8,22.9,21.6,33.7,27.7,88,84,0,0,14,7,21,63,25
4727,ACHHAM,71034,DAYA PIPAL TOLA MA VI LUNGRA KHAPARMANDU,15.8,42,14.3,25.2,27.6,32.9,20,20,0,0,0,0,0,19,0
4728,ACHHAM,71035,PURNA CHANDRA MA VI BHATAKATIYA,16.7,44.4,24.3,23.3,40,37.8,23,22,0,1,4,0,5,17,22.73
4729,ACHHAM,71036,KALIKA MA VI PATALKOT,12,44.6,8.2,27.7,32.7,28.9,21,21,0,0,0,0,0,21,0
4730,ACHHAM,71037,ASTSIDDHI MA VI DHUNGACHALNA,17.8,37.9,25.3,19.9,34.6,33.3,20,20,0,0,4,1,5,15,25
4731,ACHHAM,71038,BUDHAKOT MA VI BUDHAKOT,12.8,38.4,13.4,21.5,32.1,29.7,26,26,0,0,0,0,0,25,0
4732,ACHHAM,71039,PIPAL CHAUR MA VI BEGUDA,25.6,50.1,31.2,25.5,44.2,32.9,11,11,0,0,3,0,3,8,27.27
4733,ACHHAM,71040,AISHWARYA MA VI DRANA-4,13.1,35.9,20.8,23.5,39.7,34.2,55,55,0,0,4,1,5,50,9.09
4734,DOTI,72000,PRIVATE DOTI,22.6,45.5,30.9,17.9,28.8,34.7,16,16,0,0,3,0,3,13,18.75
4735,DOTI,72001,PADMA PUBLIC MA VI SILGADHI,21,43.6,27.5,20.5,37.1,36.7,106,105,0,2,25,1,28,77,26.67
4736,DOTI,72002,GHANTESHWAR MA VI KUNDIKOT JORAYAL,18.7,42.8,23.9,20.6,35,30,34,34,0,0,8,1,9,25,26.47
4737,DOTI,72003,PRABHAT MA VI DEHIMANDAU,26.4,43.7,30.2,22,34.3,34.5,31,31,0,2,12,1,15,16,48.39
4738,DOTI,72004,SHARADA MA VI MUDBHARA,27.4,45.4,27.2,22.3,42.3,30.6,19,19,0,0,7,1,8,11,42.11
4739,DOTI,72005,SITARAM MA VI UCHCHAKOT,26.1,47.9,36.7,22.3,38.4,31.8,25,25,0,2,9,0,11,13,44
4740,DOTI,72006,KHATYADI MA VI CHAWARA CHAUTARA,21.9,49.2,35.9,25.2,38.3,34.5,13,13,0,0,3,1,4,9,30.77
4741,DOTI,72007,DILPESHWAR MA VI DIPAYAL,26,52.4,39.9,24.4,37.2,41,65,64,0,0,35,5,40,24,62.5
4742,DOTI,72008,JHIME MALIKA MA VI WAYAL DURGAMANDU,15.2,34.8,7.2,11.1,29.4,21.5,35,35,0,0,0,1,1,34,2.86
4743,DOTI,72009,RAGHUNATH MA VI NIRAULI,20.3,50.4,19.2,19.4,35.9,34.2,9,9,0,0,2,0,2,7,22.22
4744,DOTI,72010,SARASWOTI MA VI SANAGAUN,26,44.2,35.5,23.6,32.3,34.9,23,23,0,0,7,3,10,13,43.48
4745,DOTI,72011,BHAWANI MA VI LUSHAKOT,16.3,31.9,11.1,19.9,24.6,29.9,16,16,0,0,0,0,0,16,0
4746,DOTI,72012,KEDARESHWAR MA VI KAPALLEKI,25.8,54.8,46.7,26.8,33.7,41.1,10,10,0,0,6,0,6,4,60
4747,DOTI,72013,PABITRA SECONDARY BOARDING SCHOOL SILGAD,39.7,48.4,48.6,29.5,40.7,39.9,72,72,0,23,22,3,48,24,66.67
4748,DOTI,72014,KEDARESHWOR MA VI LANA RANTOLAR,17.4,39.8,30.7,18.3,32.6,32.5,22,22,0,0,2,1,3,19,13.64
